run_id	step	epsilon
breakout_1656253812_89b07dc8	165	0.682554595010387
breakout_1656253812_89b07dc8	168	0.6757290490602831
breakout_1656253812_89b07dc8	171	0.6757290490602831
breakout_1656253812_89b07dc8	173	0.6757290490602831
breakout_1656253812_89b07dc8	176	0.6757290490602831
breakout_1656253812_89b07dc8	178	0.6757290490602831
breakout_1656253812_89b07dc8	181	0.6689717585696803
breakout_1656253812_89b07dc8	183	0.6689717585696803
breakout_1656253812_89b07dc8	186	0.6689717585696803
breakout_1656253812_89b07dc8	188	0.6689717585696803
breakout_1656253812_89b07dc8	191	0.6689717585696803
breakout_1656253812_89b07dc8	193	0.6689717585696803
breakout_1656253812_89b07dc8	196	0.6622820409839835
breakout_1656253812_89b07dc8	198	0.6556592205741436
breakout_1656253812_89b07dc8	201	0.6556592205741436
breakout_1656253812_89b07dc8	204	0.6556592205741436
breakout_1656253812_89b07dc8	206	0.6556592205741436
breakout_1656253812_89b07dc8	209	0.6556592205741436
breakout_1656253812_89b07dc8	211	0.6491026283684022
breakout_1656253812_89b07dc8	214	0.6491026283684022
breakout_1656253812_89b07dc8	216	0.6491026283684022
breakout_1656253812_89b07dc8	219	0.6491026283684022
breakout_1656253812_89b07dc8	221	0.6491026283684022
breakout_1656253812_89b07dc8	224	0.6491026283684022
breakout_1656253812_89b07dc8	226	0.6426116020847181
breakout_1656253812_89b07dc8	229	0.6426116020847181
breakout_1656253812_89b07dc8	231	0.6426116020847181
breakout_1656253812_89b07dc8	234	0.6426116020847181
breakout_1656253812_89b07dc8	237	0.6426116020847181
breakout_1656253812_89b07dc8	239	0.6426116020847181
breakout_1656253812_89b07dc8	242	0.6361854860638709
breakout_1656253812_89b07dc8	244	0.6361854860638709
breakout_1656253812_89b07dc8	247	0.6361854860638709
breakout_1656253812_89b07dc8	249	0.6361854860638709
breakout_1656253812_89b07dc8	252	0.6361854860638709
breakout_1656253812_89b07dc8	254	0.6298236312032323
breakout_1656253812_89b07dc8	257	0.6298236312032323
breakout_1656253812_89b07dc8	259	0.6298236312032323
breakout_1656253812_89b07dc8	262	0.6298236312032323
breakout_1656253812_89b07dc8	264	0.6235253948912
breakout_1656253812_89b07dc8	267	0.6235253948912
breakout_1656253812_89b07dc8	270	0.6235253948912
breakout_1656253812_89b07dc8	272	0.6235253948912
breakout_1656253812_89b07dc8	275	0.617290140942288
breakout_1656253812_89b07dc8	277	0.617290140942288
breakout_1656253812_89b07dc8	280	0.617290140942288
breakout_1656253812_89b07dc8	282	0.6111172395328651
breakout_1656253812_89b07dc8	285	0.6111172395328651
breakout_1656253812_89b07dc8	287	0.6111172395328651
breakout_1656253812_89b07dc8	290	0.6111172395328651
breakout_1656253812_89b07dc8	292	0.6050060671375365
breakout_1656253812_89b07dc8	295	0.6050060671375365
breakout_1656253812_89b07dc8	297	0.5989560064661611
breakout_1656253812_89b07dc8	300	0.5989560064661611
breakout_1656253812_89b07dc8	303	0.5989560064661611
breakout_1656253812_89b07dc8	305	0.5929664464014994
breakout_1656253812_89b07dc8	308	0.5929664464014994
breakout_1656253812_89b07dc8	310	0.5929664464014994
breakout_1656253812_89b07dc8	313	0.5929664464014994
breakout_1656253812_89b07dc8	315	0.5929664464014994
breakout_1656253812_89b07dc8	318	0.5870367819374844
breakout_1656253812_89b07dc8	320	0.5870367819374844
breakout_1656253812_89b07dc8	323	0.5870367819374844
breakout_1656253812_89b07dc8	325	0.5870367819374844
breakout_1656253812_89b07dc8	328	0.5870367819374844
breakout_1656253812_89b07dc8	330	0.5811664141181095
breakout_1656253812_89b07dc8	333	0.5811664141181095
breakout_1656253812_89b07dc8	336	0.5811664141181095
breakout_1656253812_89b07dc8	338	0.5811664141181095
breakout_1656253812_89b07dc8	341	0.5753547499769285
breakout_1656253812_89b07dc8	343	0.5753547499769285
breakout_1656253812_89b07dc8	346	0.5753547499769285
breakout_1656253812_89b07dc8	348	0.5753547499769285
breakout_1656253812_89b07dc8	351	0.5753547499769285
breakout_1656253812_89b07dc8	353	0.5696012024771592
breakout_1656253812_89b07dc8	356	0.5696012024771592
breakout_1656253812_89b07dc8	358	0.5696012024771592
breakout_1656253812_89b07dc8	361	0.5696012024771592
breakout_1656253812_89b07dc8	363	0.5696012024771592
breakout_1656253812_89b07dc8	366	0.5639051904523876
breakout_1656253812_89b07dc8	369	0.5639051904523876
breakout_1656253812_89b07dc8	371	0.5582661385478638
breakout_1656253812_89b07dc8	374	0.5582661385478638
breakout_1656253812_89b07dc8	376	0.5582661385478638
breakout_1656253812_89b07dc8	379	0.5582661385478638
breakout_1656253812_89b07dc8	381	0.5526834771623851
breakout_1656253812_89b07dc8	384	0.5526834771623851
breakout_1656253812_89b07dc8	386	0.5526834771623851
breakout_1656253812_89b07dc8	389	0.5526834771623851
breakout_1656253812_89b07dc8	391	0.5526834771623851
breakout_1656253812_89b07dc8	394	0.5526834771623851
breakout_1656253812_89b07dc8	396	0.5471566423907612
breakout_1656253812_89b07dc8	399	0.5471566423907612
breakout_1656253812_89b07dc8	402	0.5471566423907612
breakout_1656253812_89b07dc8	404	0.5416850759668536
breakout_1656253812_89b07dc8	407	0.475340042005707
breakout_1656253812_89b07dc8	409	0.47058664158564995
breakout_1656253812_89b07dc8	412	0.47058664158564995
breakout_1656253812_89b07dc8	414	0.4658807751697934
breakout_1656253812_89b07dc8	417	0.4658807751697934
breakout_1656253812_89b07dc8	419	0.4658807751697934
breakout_1656253812_89b07dc8	422	0.4658807751697934
breakout_1656253812_89b07dc8	424	0.4658807751697934
breakout_1656253812_89b07dc8	427	0.4658807751697934
breakout_1656253812_89b07dc8	429	0.4612219674180955
breakout_1656253812_89b07dc8	432	0.4612219674180955
breakout_1656253812_89b07dc8	434	0.4612219674180955
breakout_1656253812_89b07dc8	437	0.45660974774391455
breakout_1656253812_89b07dc8	440	0.45660974774391455
breakout_1656253812_89b07dc8	442	0.45660974774391455
breakout_1656253812_89b07dc8	445	0.4520436502664754
breakout_1656253812_89b07dc8	447	0.4520436502664754
breakout_1656253812_89b07dc8	450	0.4520436502664754
breakout_1656253812_89b07dc8	452	0.4520436502664754
breakout_1656253812_89b07dc8	455	0.4520436502664754
breakout_1656253812_89b07dc8	457	0.44752321376381066
breakout_1656253812_89b07dc8	460	0.44752321376381066
breakout_1656253812_89b07dc8	462	0.44752321376381066
breakout_1656253812_89b07dc8	465	0.44752321376381066
breakout_1656253812_89b07dc8	467	0.44752321376381066
breakout_1656253812_89b07dc8	470	0.44752321376381066
breakout_1656253812_89b07dc8	473	0.44752321376381066
breakout_1656253812_89b07dc8	475	0.44752321376381066
breakout_1656253812_89b07dc8	478	0.4386175018099108
breakout_1656253812_89b07dc8	480	0.4386175018099108
breakout_1656253812_89b07dc8	483	0.4386175018099108
breakout_1656253812_89b07dc8	485	0.4386175018099108
breakout_1656253812_89b07dc8	488	0.4342313267918117
breakout_1656253812_89b07dc8	490	0.4342313267918117
breakout_1656253812_89b07dc8	493	0.4342313267918117
breakout_1656253812_89b07dc8	495	0.4342313267918117
breakout_1656253812_89b07dc8	498	0.4342313267918117
breakout_1656253812_89b07dc8	500	0.4298890135238936
breakout_1656253812_89b07dc8	503	0.4298890135238936
breakout_1656253812_89b07dc8	506	0.4298890135238936
breakout_1656253812_89b07dc8	508	0.4298890135238936
breakout_1656253812_89b07dc8	511	0.4298890135238936
breakout_1656253812_89b07dc8	513	0.42559012338865465
breakout_1656253812_89b07dc8	516	0.42559012338865465
breakout_1656253812_89b07dc8	518	0.42559012338865465
breakout_1656253812_89b07dc8	521	0.42559012338865465
breakout_1656253812_89b07dc8	523	0.42559012338865465
breakout_1656253812_89b07dc8	526	0.4213342221547681
breakout_1656253812_89b07dc8	528	0.4213342221547681
breakout_1656253812_89b07dc8	531	0.4213342221547681
breakout_1656253812_89b07dc8	533	0.4213342221547681
breakout_1656253812_89b07dc8	536	0.4213342221547681
breakout_1656253812_89b07dc8	539	0.4213342221547681
breakout_1656253812_89b07dc8	541	0.41712087993322045
breakout_1656253812_89b07dc8	544	0.41712087993322045
breakout_1656253812_89b07dc8	546	0.41712087993322045
breakout_1656253812_89b07dc8	549	0.41712087993322045
breakout_1656253812_89b07dc8	551	0.41712087993322045
breakout_1656253812_89b07dc8	554	0.41712087993322045
breakout_1656253812_89b07dc8	556	0.41294967113388825
breakout_1656253812_89b07dc8	559	0.41294967113388825
breakout_1656253812_89b07dc8	561	0.4047319726783239
breakout_1656253812_89b07dc8	564	0.4047319726783239
breakout_1656253812_89b07dc8	566	0.4047319726783239
breakout_1656253812_89b07dc8	569	0.4047319726783239
breakout_1656253812_89b07dc8	572	0.4047319726783239
breakout_1656253812_89b07dc8	574	0.4047319726783239
breakout_1656253812_89b07dc8	577	0.40068465295154065
breakout_1656253812_89b07dc8	579	0.40068465295154065
breakout_1656253812_89b07dc8	582	0.40068465295154065
breakout_1656253812_89b07dc8	584	0.40068465295154065
breakout_1656253812_89b07dc8	587	0.39667780642202527
breakout_1656253812_89b07dc8	589	0.39667780642202527
breakout_1656253812_89b07dc8	592	0.39667780642202527
breakout_1656253812_89b07dc8	594	0.39667780642202527
breakout_1656253812_89b07dc8	597	0.39667780642202527
breakout_1656253812_89b07dc8	599	0.392711028357805
breakout_1656253812_89b07dc8	602	0.392711028357805
breakout_1656253812_89b07dc8	605	0.392711028357805
breakout_1656253812_89b07dc8	607	0.392711028357805
breakout_1656253812_89b07dc8	610	0.38878391807422696
breakout_1656253812_89b07dc8	612	0.38878391807422696
breakout_1656253812_89b07dc8	615	0.38878391807422696
breakout_1656253812_89b07dc8	617	0.38878391807422696
breakout_1656253812_89b07dc8	620	0.3848960788934847
breakout_1656253812_89b07dc8	622	0.3848960788934847
breakout_1656253812_89b07dc8	625	0.38104711810454983
breakout_1656253812_89b07dc8	627	0.38104711810454983
breakout_1656253812_89b07dc8	630	0.38104711810454983
breakout_1656253812_89b07dc8	632	0.37723664692350434
breakout_1656253812_89b07dc8	635	0.37723664692350434
breakout_1656253812_89b07dc8	638	0.37723664692350434
breakout_1656253812_89b07dc8	640	0.37723664692350434
breakout_1656253812_89b07dc8	643	0.37346428045426927
breakout_1656253812_89b07dc8	645	0.3277227574378037
breakout_1656253812_89b07dc8	648	0.3277227574378037
breakout_1656253812_89b07dc8	650	0.3244455298634257
breakout_1656253812_89b07dc8	653	0.3244455298634257
breakout_1656253812_89b07dc8	655	0.3212010745647914
breakout_1656253812_89b07dc8	658	0.3212010745647914
breakout_1656253812_89b07dc8	660	0.3212010745647914
breakout_1656253812_89b07dc8	663	0.3179890638191435
breakout_1656253812_89b07dc8	665	0.31480917318095203
breakout_1656253812_89b07dc8	668	0.31480917318095203
breakout_1656253812_89b07dc8	671	0.31480917318095203
breakout_1656253812_89b07dc8	673	0.31480917318095203
breakout_1656253812_89b07dc8	676	0.31480917318095203
breakout_1656253812_89b07dc8	678	0.31480917318095203
breakout_1656253812_89b07dc8	681	0.3116610814491425
breakout_1656253812_89b07dc8	683	0.3116610814491425
breakout_1656253812_89b07dc8	686	0.3116610814491425
breakout_1656253812_89b07dc8	688	0.30854447063465107
breakout_1656253812_89b07dc8	691	0.30854447063465107
breakout_1656253812_89b07dc8	693	0.30854447063465107
breakout_1656253812_89b07dc8	696	0.30854447063465107
breakout_1656253812_89b07dc8	698	0.30854447063465107
breakout_1656253812_89b07dc8	701	0.30545902592830454
breakout_1656253812_89b07dc8	704	0.30545902592830454
breakout_1656253812_89b07dc8	706	0.30545902592830454
breakout_1656253812_89b07dc8	709	0.3024044356690215
breakout_1656253812_89b07dc8	711	0.3024044356690215
breakout_1656253812_89b07dc8	714	0.3024044356690215
breakout_1656253812_89b07dc8	716	0.29938039131233124
breakout_1656253812_89b07dc8	719	0.29938039131233124
breakout_1656253812_89b07dc8	721	0.29938039131233124
breakout_1656253812_89b07dc8	724	0.29938039131233124
breakout_1656253812_89b07dc8	726	0.29938039131233124
breakout_1656253812_89b07dc8	729	0.29938039131233124
breakout_1656253812_89b07dc8	731	0.2963865873992079
breakout_1656253812_89b07dc8	734	0.2963865873992079
breakout_1656253812_89b07dc8	737	0.2963865873992079
breakout_1656253812_89b07dc8	739	0.2963865873992079
breakout_1656253812_89b07dc8	742	0.29342272152521587
breakout_1656253812_89b07dc8	744	0.29342272152521587
breakout_1656253812_89b07dc8	747	0.29342272152521587
breakout_1656253812_89b07dc8	749	0.29342272152521587
breakout_1656253812_89b07dc8	752	0.2904884943099637
breakout_1656253812_89b07dc8	754	0.2904884943099637
breakout_1656253812_89b07dc8	757	0.28758360936686406
breakout_1656253812_89b07dc8	759	0.28758360936686406
breakout_1656253812_89b07dc8	762	0.2847077732731954
breakout_1656253812_89b07dc8	764	0.2847077732731954
breakout_1656253812_89b07dc8	767	0.2847077732731954
breakout_1656253812_89b07dc8	770	0.28186069554046345
breakout_1656253812_89b07dc8	772	0.2790420885850588
breakout_1656253812_89b07dc8	775	0.2790420885850588
breakout_1656253812_89b07dc8	777	0.2762516676992082
breakout_1656253812_89b07dc8	780	0.2762516676992082
breakout_1656253812_89b07dc8	782	0.27348915102221616
breakout_1656253812_89b07dc8	785	0.27348915102221616
breakout_1656253812_89b07dc8	787	0.27348915102221616
breakout_1656253812_89b07dc8	790	0.27348915102221616
breakout_1656253812_89b07dc8	792	0.270754259511994
breakout_1656253812_89b07dc8	795	0.270754259511994
breakout_1656253812_89b07dc8	797	0.26804671691687404
breakout_1656253812_89b07dc8	800	0.26804671691687404
breakout_1656253812_89b07dc8	803	0.26804671691687404
breakout_1656253812_89b07dc8	805	0.2653662497477053
breakout_1656253812_89b07dc8	808	0.2653662497477053
breakout_1656253812_89b07dc8	810	0.2627125872502282
breakout_1656253812_89b07dc8	813	0.2627125872502282
breakout_1656253812_89b07dc8	815	0.2627125872502282
breakout_1656253812_89b07dc8	818	0.2600854613777259
breakout_1656253812_89b07dc8	820	0.2600854613777259
breakout_1656253812_89b07dc8	823	0.2600854613777259
breakout_1656253812_89b07dc8	825	0.2574846067639487
breakout_1656253812_89b07dc8	828	0.2549097606963092
breakout_1656253812_89b07dc8	830	0.2549097606963092
breakout_1656253812_89b07dc8	833	0.2549097606963092
breakout_1656253812_89b07dc8	836	0.2549097606963092
breakout_1656253812_89b07dc8	838	0.2549097606963092
breakout_1656253812_89b07dc8	841	0.2523606630893461
breakout_1656253812_89b07dc8	843	0.2523606630893461
breakout_1656253812_89b07dc8	846	0.2523606630893461
breakout_1656253812_89b07dc8	848	0.2523606630893461
breakout_1656253812_89b07dc8	851	0.2523606630893461
breakout_1656253812_89b07dc8	853	0.2523606630893461
breakout_1656253812_89b07dc8	856	0.24983705645845267
breakout_1656253812_89b07dc8	858	0.24983705645845267
breakout_1656253812_89b07dc8	861	0.24983705645845267
breakout_1656253812_89b07dc8	863	0.24733868589386815
breakout_1656253812_89b07dc8	866	0.24733868589386815
breakout_1656253812_89b07dc8	868	0.24733868589386815
breakout_1656253812_89b07dc8	871	0.24733868589386815
breakout_1656253812_89b07dc8	874	0.24733868589386815
breakout_1656253812_89b07dc8	876	0.24733868589386815
breakout_1656253812_89b07dc8	879	0.24733868589386815
breakout_1656253812_89b07dc8	881	0.24486529903492946
breakout_1656253812_89b07dc8	884	0.24486529903492946
breakout_1656253812_89b07dc8	886	0.24486529903492946
breakout_1656253812_89b07dc8	889	0.24241664604458016
breakout_1656253812_89b07dc8	891	0.24241664604458016
breakout_1656253812_89b07dc8	894	0.24241664604458016
breakout_1656253812_89b07dc8	896	0.23999247958413436
breakout_1656253812_89b07dc8	899	0.23999247958413436
breakout_1656253812_89b07dc8	901	0.23759255478829303
breakout_1656253812_89b07dc8	904	0.23759255478829303
breakout_1656253812_89b07dc8	907	0.23759255478829303
breakout_1656253812_89b07dc8	909	0.2352166292404101
breakout_1656253812_89b07dc8	912	0.2352166292404101
breakout_1656253812_89b07dc8	914	0.232864462948006
breakout_1656253812_89b07dc8	917	0.23053581831852593
breakout_1656253812_89b07dc8	919	0.22823046013534068
breakout_1656253812_89b07dc8	922	0.22823046013534068
breakout_1656253812_89b07dc8	924	0.22823046013534068
breakout_1656253812_89b07dc8	927	0.22823046013534068
breakout_1656253812_89b07dc8	929	0.22823046013534068
breakout_1656253812_89b07dc8	932	0.22594815553398728
breakout_1656253812_89b07dc8	934	0.22594815553398728
breakout_1656253812_89b07dc8	937	0.22368867397864742
breakout_1656253812_89b07dc8	940	0.22368867397864742
breakout_1656253812_89b07dc8	942	0.22145178723886094
breakout_1656253812_89b07dc8	945	0.22145178723886094
breakout_1656253812_89b07dc8	947	0.22145178723886094
breakout_1656253812_89b07dc8	950	0.22145178723886094
breakout_1656253812_89b07dc8	952	0.21923726936647234
breakout_1656253812_89b07dc8	955	0.2170448966728076
breakout_1656253812_89b07dc8	957	0.2170448966728076
breakout_1656253812_89b07dc8	960	0.2170448966728076
breakout_1656253812_89b07dc8	962	0.2170448966728076
breakout_1656253812_89b07dc8	965	0.2170448966728076
breakout_1656253812_89b07dc8	967	0.21487444770607952
breakout_1656253812_89b07dc8	970	0.21487444770607952
breakout_1656253812_89b07dc8	973	0.21487444770607952
breakout_1656253812_89b07dc8	975	0.18667127671570335
breakout_1656253812_89b07dc8	978	0.18480456394854633
breakout_1656253812_89b07dc8	980	0.18480456394854633
breakout_1656253812_89b07dc8	983	0.18295651830906087
breakout_1656253812_89b07dc8	985	0.18295651830906087
breakout_1656253812_89b07dc8	988	0.18112695312597027
breakout_1656253812_89b07dc8	990	0.17931568359471056
breakout_1656253812_89b07dc8	993	0.17931568359471056
breakout_1656253812_89b07dc8	995	0.17931568359471056
breakout_1656253812_89b07dc8	998	0.17931568359471056
breakout_1656253812_89b07dc8	1000	0.17931568359471056
breakout_1656253812_89b07dc8	1003	0.17931568359471056
breakout_1656253812_89b07dc8	1006	0.17752252675876345
breakout_1656253812_89b07dc8	1008	0.17752252675876345
breakout_1656253812_89b07dc8	1011	0.17752252675876345
breakout_1656253812_89b07dc8	1013	0.17752252675876345
breakout_1656253812_89b07dc8	1016	0.17574730149117582
breakout_1656253812_89b07dc8	1018	0.17574730149117582
breakout_1656253812_89b07dc8	1021	0.17398982847626407
breakout_1656253812_89b07dc8	1023	0.17398982847626407
breakout_1656253812_89b07dc8	1026	0.17398982847626407
breakout_1656253812_89b07dc8	1028	0.17398982847626407
breakout_1656253812_89b07dc8	1031	0.17224993019150142
breakout_1656253812_89b07dc8	1033	0.1705274308895864
breakout_1656253812_89b07dc8	1036	0.1705274308895864
breakout_1656253812_89b07dc8	1039	0.1705274308895864
breakout_1656253812_89b07dc8	1041	0.1705274308895864
breakout_1656253812_89b07dc8	1044	0.16882215658069055
breakout_1656253812_89b07dc8	1046	0.16882215658069055
breakout_1656253812_89b07dc8	1049	0.16882215658069055
breakout_1656253812_89b07dc8	1051	0.16713393501488363
breakout_1656253812_89b07dc8	1054	0.16713393501488363
breakout_1656253812_89b07dc8	1056	0.16713393501488363
breakout_1656253812_89b07dc8	1059	0.16546259566473479
breakout_1656253812_89b07dc8	1061	0.16546259566473479
breakout_1656253812_89b07dc8	1064	0.16380796970808745
breakout_1656253812_89b07dc8	1066	0.16380796970808745
breakout_1656253812_89b07dc8	1069	0.16216989001100657
breakout_1656253812_89b07dc8	1072	0.16216989001100657
breakout_1656253812_89b07dc8	1074	0.16216989001100657
breakout_1656253812_89b07dc8	1077	0.16216989001100657
breakout_1656253812_89b07dc8	1079	0.1605481911108965
breakout_1656253812_89b07dc8	1082	0.1605481911108965
breakout_1656253812_89b07dc8	1084	0.1605481911108965
breakout_1656253812_89b07dc8	1087	0.1605481911108965
breakout_1656253812_89b07dc8	1089	0.15894270919978754
breakout_1656253812_89b07dc8	1092	0.15894270919978754
breakout_1656253812_89b07dc8	1094	0.15894270919978754
breakout_1656253812_89b07dc8	1097	0.15894270919978754
breakout_1656253812_89b07dc8	1099	0.15894270919978754
breakout_1656253812_89b07dc8	1102	0.15894270919978754
breakout_1656253812_89b07dc8	1105	0.15735328210778965
breakout_1656253812_89b07dc8	1107	0.15735328210778965
breakout_1656253812_89b07dc8	1110	0.15735328210778965
breakout_1656253812_89b07dc8	1112	0.15577974928671176
breakout_1656253812_89b07dc8	1115	0.15577974928671176
breakout_1656253812_89b07dc8	1117	0.15422195179384465
breakout_1656253812_89b07dc8	1120	0.15422195179384465
breakout_1656253812_89b07dc8	1122	0.15422195179384465
breakout_1656253812_89b07dc8	1125	0.15422195179384465
breakout_1656253812_89b07dc8	1127	0.1526797322759062
breakout_1656253812_89b07dc8	1130	0.1526797322759062
breakout_1656253812_89b07dc8	1132	0.15115293495314713
breakout_1656253812_89b07dc8	1135	0.15115293495314713
breakout_1656253812_89b07dc8	1138	0.15115293495314713
breakout_1656253812_89b07dc8	1140	0.15115293495314713
breakout_1656253812_89b07dc8	1143	0.15115293495314713
breakout_1656253812_89b07dc8	1145	0.15115293495314713
breakout_1656253812_89b07dc8	1148	0.14964140560361566
breakout_1656253812_89b07dc8	1150	0.14964140560361566
breakout_1656253812_89b07dc8	1153	0.14964140560361566
breakout_1656253812_89b07dc8	1155	0.14964140560361566
breakout_1656253812_89b07dc8	1158	0.1481449915475795
breakout_1656253812_89b07dc8	1160	0.1481449915475795
breakout_1656253812_89b07dc8	1163	0.1481449915475795
breakout_1656253812_89b07dc8	1165	0.1481449915475795
breakout_1656253812_89b07dc8	1168	0.1466635416321037
breakout_1656253812_89b07dc8	1171	0.12741333767875881
breakout_1656253812_89b07dc8	1173	0.12741333767875881
breakout_1656253812_89b07dc8	1176	0.12741333767875881
breakout_1656253812_89b07dc8	1178	0.12741333767875881
breakout_1656253812_89b07dc8	1181	0.12613920430197123
breakout_1656253812_89b07dc8	1183	0.12613920430197123
breakout_1656253812_89b07dc8	1186	0.12487781225895152
breakout_1656253812_89b07dc8	1188	0.123629034136362
breakout_1656253812_89b07dc8	1191	0.123629034136362
breakout_1656253812_89b07dc8	1193	0.12239274379499838
breakout_1656253812_89b07dc8	1196	0.12239274379499838
breakout_1656253812_89b07dc8	1198	0.1211688163570484
breakout_1656253812_89b07dc8	1201	0.1211688163570484
breakout_1656253812_89b07dc8	1204	0.1211688163570484
breakout_1656253812_89b07dc8	1206	0.1211688163570484
breakout_1656253812_89b07dc8	1209	0.1211688163570484
breakout_1656253812_89b07dc8	1211	0.11995712819347792
breakout_1656253812_89b07dc8	1214	0.11995712819347792
breakout_1656253812_89b07dc8	1216	0.11995712819347792
breakout_1656253812_89b07dc8	1219	0.11875755691154315
breakout_1656253812_89b07dc8	1221	0.11639428152900344
breakout_1656253812_89b07dc8	1224	0.11639428152900344
breakout_1656253812_89b07dc8	1226	0.11639428152900344
breakout_1656253812_89b07dc8	1229	0.11523033871371341
breakout_1656253812_89b07dc8	1231	0.11523033871371341
breakout_1656253812_89b07dc8	1234	0.11407803532657627
breakout_1656253812_89b07dc8	1237	0.11407803532657627
breakout_1656253812_89b07dc8	1239	0.09713262969004913
breakout_1656253812_89b07dc8	1242	0.09616130339314863
breakout_1656253812_89b07dc8	1244	0.09616130339314863
breakout_1656253812_89b07dc8	1247	0.09616130339314863
breakout_1656253812_89b07dc8	1249	0.09519969035921715
breakout_1656253812_89b07dc8	1252	0.09519969035921715
breakout_1656253812_89b07dc8	1254	0.09519969035921715
breakout_1656253812_89b07dc8	1257	0.09424769345562498
breakout_1656253812_89b07dc8	1259	0.09424769345562498
breakout_1656253812_89b07dc8	1262	0.09424769345562498
breakout_1656253812_89b07dc8	1264	0.09424769345562498
breakout_1656253812_89b07dc8	1267	0.09330521652106873
breakout_1656253812_89b07dc8	1269	0.09330521652106873
breakout_1656253812_89b07dc8	1272	0.09330521652106873
breakout_1656253812_89b07dc8	1275	0.09330521652106873
breakout_1656253812_89b07dc8	1277	0.09237216435585804
breakout_1656253812_89b07dc8	1280	0.09237216435585804
breakout_1656253812_89b07dc8	1282	0.09237216435585804
breakout_1656253812_89b07dc8	1285	0.09144844271229946
breakout_1656253812_89b07dc8	1287	0.09144844271229946
breakout_1656253812_89b07dc8	1290	0.09053395828517646
breakout_1656253812_89b07dc8	1292	0.09053395828517646
breakout_1656253812_89b07dc8	1295	0.09053395828517646
breakout_1656253812_89b07dc8	1297	0.08962861870232469
breakout_1656253812_89b07dc8	1300	0.08962861870232469
breakout_1656253812_89b07dc8	1302	0.08962861870232469
breakout_1656253812_89b07dc8	1305	0.08962861870232469
breakout_1656253812_89b07dc8	1308	0.08873233251530144
breakout_1656253812_89b07dc8	1310	0.08784500919014843
