run_id	step	loss
breakout_1656253812_89b07dc8	1196	0.4502494370099157
breakout_1656253812_89b07dc8	1198	0.40546396817080677
breakout_1656253812_89b07dc8	1201	0.46450856718001887
breakout_1656253812_89b07dc8	1204	0.4340544050792232
breakout_1656253812_89b07dc8	1206	0.5369965435820632
breakout_1656253812_89b07dc8	1209	0.35818607441615313
breakout_1656253812_89b07dc8	1211	0.3465946011710912
breakout_1656253812_89b07dc8	1214	0.4293783993925899
breakout_1656253812_89b07dc8	1216	0.2938410370843485
breakout_1656253812_89b07dc8	1219	0.3929233403177932
breakout_1656253812_89b07dc8	1221	0.473423984949477
breakout_1656253812_89b07dc8	1224	0.43915759335504845
breakout_1656253812_89b07dc8	1226	0.31881295528728515
breakout_1656253812_89b07dc8	1229	0.367744222516194
breakout_1656253812_89b07dc8	1231	0.5507625109748915
breakout_1656253812_89b07dc8	1234	30.12460637500044
breakout_1656253812_89b07dc8	1237	0.23245624377159402
breakout_1656253812_89b07dc8	1239	0.27439480199245736
breakout_1656253812_89b07dc8	1242	0.25456655403831974
breakout_1656253812_89b07dc8	1244	0.2518630455597304
breakout_1656253812_89b07dc8	1247	0.22428387100808322
breakout_1656253812_89b07dc8	1249	0.207262440409977
breakout_1656253812_89b07dc8	1252	0.3474470273067709
breakout_1656253812_89b07dc8	1254	0.2870294827152975
breakout_1656253812_89b07dc8	1257	0.32972603157395497
breakout_1656253812_89b07dc8	1259	0.2795778224244714
breakout_1656253812_89b07dc8	1262	0.2765048760920763
breakout_1656253812_89b07dc8	1264	0.20154282258590683
breakout_1656253812_89b07dc8	1267	0.24337747297249734
breakout_1656253812_89b07dc8	1269	0.49937477757339366
breakout_1656253812_89b07dc8	1272	0.22114904556656256
breakout_1656253812_89b07dc8	1275	0.45676653314149007
breakout_1656253812_89b07dc8	1277	0.39530901482794434
breakout_1656253812_89b07dc8	1280	0.37101721635553986
breakout_1656253812_89b07dc8	1282	0.22162806504638866
breakout_1656253812_89b07dc8	1285	0.4510072245611809
breakout_1656253812_89b07dc8	1287	0.35699526232201606
breakout_1656253812_89b07dc8	1290	0.49826536065666005
breakout_1656253812_89b07dc8	1292	0.3618673660675995
breakout_1656253812_89b07dc8	1295	0.381964597501792
breakout_1656253812_89b07dc8	1297	0.3671397272555623
breakout_1656253812_89b07dc8	1300	0.40321987034985796
breakout_1656253812_89b07dc8	1302	0.43438769940985367
breakout_1656253812_89b07dc8	1305	0.30634284537518397
breakout_1656253812_89b07dc8	1308	0.47230205131927505
breakout_1656253812_89b07dc8	1310	0.4197885998291895
breakout_1656253812_89b07dc8	1313	0.46689244674053043
breakout_1656253812_89b07dc8	1315	0.3226098529412411
breakout_1656253812_89b07dc8	1318	0.28147213452029973
breakout_1656253812_89b07dc8	1320	0.5061061213782523
breakout_1656253812_89b07dc8	1323	0.2774845561943948
breakout_1656253812_89b07dc8	1325	0.3159470622194931
breakout_1656253812_89b07dc8	1328	0.3880719427834265
