run_id	step	reward
breakout_1656253812_89b07dc8	1739	16
breakout_1656253812_89b07dc8	1742	9
breakout_1656253812_89b07dc8	1744	9
breakout_1656253812_89b07dc8	1747	13
breakout_1656253812_89b07dc8	1749	3
breakout_1656253812_89b07dc8	1752	5
breakout_1656253812_89b07dc8	1754	6
breakout_1656253812_89b07dc8	1757	6
breakout_1656253812_89b07dc8	1759	7
breakout_1656253812_89b07dc8	1762	8
breakout_1656253812_89b07dc8	1764	5
breakout_1656253812_89b07dc8	1767	8
breakout_1656253812_89b07dc8	1769	10
breakout_1656253812_89b07dc8	1772	9
breakout_1656253812_89b07dc8	1775	13
breakout_1656253812_89b07dc8	1777	6
breakout_1656253812_89b07dc8	1780	10
breakout_1656253812_89b07dc8	1782	8
breakout_1656253812_89b07dc8	1785	4
breakout_1656253812_89b07dc8	1787	16
breakout_1656253812_89b07dc8	1790	5
breakout_1656253812_89b07dc8	1792	3
breakout_1656253812_89b07dc8	1795	6
breakout_1656253812_89b07dc8	1797	12
breakout_1656253812_89b07dc8	1800	4
breakout_1656253812_89b07dc8	1802	11
breakout_1656253812_89b07dc8	1805	7
breakout_1656253812_89b07dc8	1808	11
breakout_1656253812_89b07dc8	1810	5
breakout_1656253812_89b07dc8	1813	4
breakout_1656253812_89b07dc8	1815	15
breakout_1656253812_89b07dc8	1818	13
breakout_1656253812_89b07dc8	1820	6
breakout_1656253812_89b07dc8	1823	7
breakout_1656253812_89b07dc8	1825	8
breakout_1656253812_89b07dc8	1828	8
breakout_1656253812_89b07dc8	1830	6
breakout_1656253812_89b07dc8	1833	13
breakout_1656253812_89b07dc8	1835	5
breakout_1656253812_89b07dc8	1838	3
breakout_1656253812_89b07dc8	1841	2
breakout_1656253812_89b07dc8	1843	14
breakout_1656253812_89b07dc8	1846	6
breakout_1656253812_89b07dc8	1848	8
breakout_1656253812_89b07dc8	1851	9
breakout_1656253812_89b07dc8	1853	5
breakout_1656253812_89b07dc8	1856	10
breakout_1656253812_89b07dc8	1858	9
breakout_1656253812_89b07dc8	1861	5
breakout_1656253812_89b07dc8	1863	4
breakout_1656253812_89b07dc8	1866	4
breakout_1656253812_89b07dc8	1868	12
breakout_1656253812_89b07dc8	1871	17
breakout_1656253812_89b07dc8	1874	7
breakout_1656253812_89b07dc8	1876	13
breakout_1656253812_89b07dc8	1879	9
breakout_1656253812_89b07dc8	1881	4
breakout_1656253812_89b07dc8	1884	5
breakout_1656253812_89b07dc8	1886	5
breakout_1656253812_89b07dc8	1889	8
breakout_1656253812_89b07dc8	1891	8
breakout_1656253812_89b07dc8	1894	9
breakout_1656253812_89b07dc8	1896	5
breakout_1656253812_89b07dc8	1899	6
breakout_1656253812_89b07dc8	1901	8
breakout_1656253812_89b07dc8	1904	8
breakout_1656253812_89b07dc8	1907	4
breakout_1656253812_89b07dc8	1909	10
breakout_1656253812_89b07dc8	1912	6
breakout_1656253812_89b07dc8	1914	5
breakout_1656253812_89b07dc8	1917	5
breakout_1656253812_89b07dc8	1919	8
breakout_1656253812_89b07dc8	1922	8
breakout_1656253812_89b07dc8	1924	8
breakout_1656253812_89b07dc8	1927	5
breakout_1656253812_89b07dc8	1929	7
breakout_1656253812_89b07dc8	1932	6
breakout_1656253812_89b07dc8	1934	7
breakout_1656253812_89b07dc8	1937	10
breakout_1656253812_89b07dc8	1940	5
breakout_1656253812_89b07dc8	1942	11
breakout_1656253812_89b07dc8	1945	6
breakout_1656253812_89b07dc8	1947	5
breakout_1656253812_89b07dc8	1950	14
breakout_1656253812_89b07dc8	1952	5
breakout_1656253812_89b07dc8	1955	10
breakout_1656253812_89b07dc8	1957	5
breakout_1656253812_89b07dc8	1960	15
breakout_1656253812_89b07dc8	1962	6
breakout_1656253812_89b07dc8	1965	5
breakout_1656253812_89b07dc8	1967	11
breakout_1656253812_89b07dc8	1970	4
breakout_1656253812_89b07dc8	1973	14
breakout_1656253812_89b07dc8	1975	7
breakout_1656253812_89b07dc8	1978	7
breakout_1656253812_89b07dc8	1980	15
breakout_1656253812_89b07dc8	1983	7
breakout_1656253812_89b07dc8	1985	8
breakout_1656253812_89b07dc8	1988	12
breakout_1656253812_89b07dc8	1990	10
breakout_1656253812_89b07dc8	1993	4
breakout_1656253812_89b07dc8	1995	8
breakout_1656253812_89b07dc8	1998	4
breakout_1656253812_89b07dc8	2000	7
breakout_1656253812_89b07dc8	2003	4
breakout_1656253812_89b07dc8	2006	5
breakout_1656253812_89b07dc8	2008	6
breakout_1656253812_89b07dc8	2011	5
breakout_1656253812_89b07dc8	2013	14
breakout_1656253812_89b07dc8	2016	8
breakout_1656253812_89b07dc8	2018	14
breakout_1656253812_89b07dc8	2021	9
breakout_1656253812_89b07dc8	2023	6
breakout_1656253812_89b07dc8	2026	10
breakout_1656253812_89b07dc8	2028	17
breakout_1656253812_89b07dc8	2031	9
breakout_1656253812_89b07dc8	2033	4
breakout_1656253812_89b07dc8	2036	8
breakout_1656253812_89b07dc8	2039	9
breakout_1656253812_89b07dc8	2041	7
breakout_1656253812_89b07dc8	2044	11
breakout_1656253812_89b07dc8	2046	8
breakout_1656253812_89b07dc8	2049	5
breakout_1656253812_89b07dc8	2051	4
breakout_1656253812_89b07dc8	2054	4
breakout_1656253812_89b07dc8	2056	6
breakout_1656253812_89b07dc8	2059	2
breakout_1656253812_89b07dc8	2061	10
breakout_1656253812_89b07dc8	2064	12
breakout_1656253812_89b07dc8	2066	4
breakout_1656253812_89b07dc8	2069	6
breakout_1656253812_89b07dc8	2072	11
breakout_1656253812_89b07dc8	2074	10
breakout_1656253812_89b07dc8	2077	5
breakout_1656253812_89b07dc8	2079	6
breakout_1656253812_89b07dc8	2082	8
breakout_1656253812_89b07dc8	2084	9
breakout_1656253812_89b07dc8	2087	12
breakout_1656253812_89b07dc8	2089	13
breakout_1656253812_89b07dc8	2092	18
breakout_1656253812_89b07dc8	2094	4
breakout_1656253812_89b07dc8	2097	11
breakout_1656253812_89b07dc8	2099	9
breakout_1656253812_89b07dc8	2102	10
breakout_1656253812_89b07dc8	2105	8
breakout_1656253812_89b07dc8	2107	11
breakout_1656253812_89b07dc8	2110	5
breakout_1656253812_89b07dc8	2112	6
breakout_1656253812_89b07dc8	2115	5
breakout_1656253812_89b07dc8	2117	5
breakout_1656253812_89b07dc8	2120	14
breakout_1656253812_89b07dc8	2122	6
breakout_1656253812_89b07dc8	2125	11
breakout_1656253812_89b07dc8	2127	7
breakout_1656253812_89b07dc8	2130	6
breakout_1656253812_89b07dc8	2132	16
breakout_1656253812_89b07dc8	2135	8
breakout_1656253812_89b07dc8	2137	6
breakout_1656253812_89b07dc8	2140	6
breakout_1656253812_89b07dc8	2143	8
breakout_1656253812_89b07dc8	2145	7
breakout_1656253812_89b07dc8	2148	9
breakout_1656253812_89b07dc8	2150	10
breakout_1656253812_89b07dc8	2153	7
breakout_1656253812_89b07dc8	2155	9
breakout_1656253812_89b07dc8	2158	12
breakout_1656253812_89b07dc8	2160	9
breakout_1656253812_89b07dc8	2163	9
breakout_1656253812_89b07dc8	2165	5
breakout_1656253812_89b07dc8	2168	7
breakout_1656253812_89b07dc8	2170	13
breakout_1656253812_89b07dc8	2173	12
breakout_1656253812_89b07dc8	2176	7
breakout_1656253812_89b07dc8	2178	15
breakout_1656253812_89b07dc8	2181	9
breakout_1656253812_89b07dc8	2183	11
breakout_1656253812_89b07dc8	2186	6
breakout_1656253812_89b07dc8	2188	4
breakout_1656253812_89b07dc8	2191	6
breakout_1656253812_89b07dc8	2193	11
breakout_1656253812_89b07dc8	2196	9
breakout_1656253812_89b07dc8	2198	8
breakout_1656253812_89b07dc8	2201	5
breakout_1656253812_89b07dc8	2203	9
breakout_1656253812_89b07dc8	2206	11
breakout_1656253812_89b07dc8	2209	14
breakout_1656253812_89b07dc8	2211	4
breakout_1656253812_89b07dc8	2214	11
breakout_1656253812_89b07dc8	2216	13
breakout_1656253812_89b07dc8	2219	7
breakout_1656253812_89b07dc8	2221	10
breakout_1656253812_89b07dc8	2224	7
breakout_1656253812_89b07dc8	2226	5
breakout_1656253812_89b07dc8	2229	9
breakout_1656253812_89b07dc8	2231	5
breakout_1656253812_89b07dc8	2234	8
breakout_1656253812_89b07dc8	2236	15
breakout_1656253812_89b07dc8	2239	7
breakout_1656253812_89b07dc8	2242	7
breakout_1656253812_89b07dc8	2244	10
breakout_1656253812_89b07dc8	2247	9
breakout_1656253812_89b07dc8	2249	5
breakout_1656253812_89b07dc8	2252	10
breakout_1656253812_89b07dc8	2254	3
breakout_1656253812_89b07dc8	2257	8
breakout_1656253812_89b07dc8	2259	6
breakout_1656253812_89b07dc8	2262	13
breakout_1656253812_89b07dc8	2264	9
breakout_1656253812_89b07dc8	2267	10
breakout_1656253812_89b07dc8	2269	6
breakout_1656253812_89b07dc8	2272	10
breakout_1656253812_89b07dc8	2275	12
breakout_1656253812_89b07dc8	2277	5
breakout_1656253812_89b07dc8	2280	6
breakout_1656253812_89b07dc8	2282	8
breakout_1656253812_89b07dc8	2285	11
breakout_1656253812_89b07dc8	2287	7
breakout_1656253812_89b07dc8	2290	5
breakout_1656253812_89b07dc8	2292	7
breakout_1656253812_89b07dc8	2295	17
breakout_1656253812_89b07dc8	2297	6
breakout_1656253812_89b07dc8	2300	8
breakout_1656253812_89b07dc8	2302	7
breakout_1656253812_89b07dc8	2305	9
breakout_1656253812_89b07dc8	2308	7
breakout_1656253812_89b07dc8	2310	9
breakout_1656253812_89b07dc8	2313	7
breakout_1656253812_89b07dc8	2315	9
breakout_1656253812_89b07dc8	2318	9
breakout_1656253812_89b07dc8	2320	7
breakout_1656253812_89b07dc8	2323	11
breakout_1656253812_89b07dc8	2325	3
breakout_1656253812_89b07dc8	2328	10
breakout_1656253812_89b07dc8	2330	13
breakout_1656253812_89b07dc8	2333	9
breakout_1656253812_89b07dc8	2335	6
breakout_1656253812_89b07dc8	2338	6
breakout_1656253812_89b07dc8	2341	5
breakout_1656253812_89b07dc8	2343	7
breakout_1656253812_89b07dc8	2346	10
breakout_1656253812_89b07dc8	2348	7
breakout_1656253812_89b07dc8	2351	6
breakout_1656253812_89b07dc8	2353	5
breakout_1656253812_89b07dc8	2356	8
breakout_1656253812_89b07dc8	2358	11
breakout_1656253812_89b07dc8	2361	6
breakout_1656253812_89b07dc8	2363	2
breakout_1656253812_89b07dc8	2366	6
breakout_1656253812_89b07dc8	2368	5
breakout_1656253812_89b07dc8	2371	8
breakout_1656253812_89b07dc8	2374	14
breakout_1656253812_89b07dc8	2376	9
breakout_1656253812_89b07dc8	2379	6
breakout_1656253812_89b07dc8	2381	12
breakout_1656253812_89b07dc8	2384	7
breakout_1656253812_89b07dc8	2386	17
breakout_1656253812_89b07dc8	2389	5
breakout_1656253812_89b07dc8	2391	11
breakout_1656253812_89b07dc8	2394	10
breakout_1656253812_89b07dc8	2396	6
breakout_1656253812_89b07dc8	2399	7
breakout_1656253812_89b07dc8	2401	14
breakout_1656253812_89b07dc8	2404	8
breakout_1656253812_89b07dc8	2407	11
breakout_1656253812_89b07dc8	2409	6
breakout_1656253812_89b07dc8	2412	7
breakout_1656253812_89b07dc8	2414	8
breakout_1656253812_89b07dc8	2417	8
breakout_1656253812_89b07dc8	2419	7
breakout_1656253812_89b07dc8	2422	4
breakout_1656253812_89b07dc8	2424	10
breakout_1656253812_89b07dc8	2427	13
breakout_1656253812_89b07dc8	2429	6
breakout_1656253812_89b07dc8	2432	5
breakout_1656253812_89b07dc8	2434	5
breakout_1656253812_89b07dc8	2437	7
breakout_1656253812_89b07dc8	2440	30
breakout_1656253812_89b07dc8	2442	6
breakout_1656253812_89b07dc8	2445	12
breakout_1656253812_89b07dc8	2447	8
breakout_1656253812_89b07dc8	2450	11
breakout_1656253812_89b07dc8	2452	7
breakout_1656253812_89b07dc8	2455	6
breakout_1656253812_89b07dc8	2457	8
breakout_1656253812_89b07dc8	2460	15
breakout_1656253812_89b07dc8	2462	5
breakout_1656253812_89b07dc8	2465	8
breakout_1656253812_89b07dc8	2467	10
breakout_1656253812_89b07dc8	2470	11
breakout_1656253812_89b07dc8	2473	8
breakout_1656253812_89b07dc8	2475	8
breakout_1656253812_89b07dc8	2478	4
breakout_1656253812_89b07dc8	2480	5
breakout_1656253812_89b07dc8	2483	7
breakout_1656253812_89b07dc8	2485	9
breakout_1656253812_89b07dc8	2488	8
breakout_1656253812_89b07dc8	2490	7
breakout_1656253812_89b07dc8	2493	7
breakout_1656253812_89b07dc8	2495	5
breakout_1656253812_89b07dc8	2498	5
breakout_1656253812_89b07dc8	2500	7
breakout_1656253812_89b07dc8	2503	5
breakout_1656253812_89b07dc8	2506	5
breakout_1656253812_89b07dc8	2508	16
breakout_1656253812_89b07dc8	2511	6
breakout_1656253812_89b07dc8	2513	9
breakout_1656253812_89b07dc8	2516	10
breakout_1656253812_89b07dc8	2518	8
breakout_1656253812_89b07dc8	2521	10
breakout_1656253812_89b07dc8	2523	9
breakout_1656253812_89b07dc8	2526	6
breakout_1656253812_89b07dc8	2528	8
breakout_1656253812_89b07dc8	2531	13
breakout_1656253812_89b07dc8	2533	6
breakout_1656253812_89b07dc8	2536	10
