run_id	step	reward_sma
breakout_1656253812_89b07dc8	1647	7.89
breakout_1656253812_89b07dc8	1650	7.91
breakout_1656253812_89b07dc8	1653	7.93
breakout_1656253812_89b07dc8	1655	7.89
breakout_1656253812_89b07dc8	1658	7.93
breakout_1656253812_89b07dc8	1661	7.93
breakout_1656253812_89b07dc8	1663	7.95
breakout_1656253812_89b07dc8	1666	7.92
breakout_1656253812_89b07dc8	1669	7.89
breakout_1656253812_89b07dc8	1671	7.8
breakout_1656253812_89b07dc8	1674	7.72
breakout_1656253812_89b07dc8	1677	7.71
breakout_1656253812_89b07dc8	1679	7.64
breakout_1656253812_89b07dc8	1682	7.81
breakout_1656253812_89b07dc8	1685	8.01
breakout_1656253812_89b07dc8	1687	7.87
breakout_1656253812_89b07dc8	1690	7.95
breakout_1656253812_89b07dc8	1693	8.02
breakout_1656253812_89b07dc8	1695	7.99
breakout_1656253812_89b07dc8	1698	8.07
breakout_1656253812_89b07dc8	1701	8.09
breakout_1656253812_89b07dc8	1703	8.06
breakout_1656253812_89b07dc8	1706	8.04
breakout_1656253812_89b07dc8	1709	8
breakout_1656253812_89b07dc8	1711	7.99
breakout_1656253812_89b07dc8	1714	8.03
breakout_1656253812_89b07dc8	1717	8.04
breakout_1656253812_89b07dc8	1719	7.91
breakout_1656253812_89b07dc8	1722	7.81
breakout_1656253812_89b07dc8	1725	7.78
breakout_1656253812_89b07dc8	1727	7.73
breakout_1656253812_89b07dc8	1730	7.72
breakout_1656253812_89b07dc8	1733	7.68
breakout_1656253812_89b07dc8	1735	7.68
breakout_1656253812_89b07dc8	1738	7.73
breakout_1656253812_89b07dc8	1741	7.79
breakout_1656253812_89b07dc8	1743	7.74
breakout_1656253812_89b07dc8	1746	7.77
breakout_1656253812_89b07dc8	1749	7.78
breakout_1656253812_89b07dc8	1751	7.78
breakout_1656253812_89b07dc8	1754	7.89
breakout_1656253812_89b07dc8	1757	7.94
breakout_1656253812_89b07dc8	1759	7.91
breakout_1656253812_89b07dc8	1762	7.92
breakout_1656253812_89b07dc8	1765	7.96
breakout_1656253812_89b07dc8	1767	8.03
breakout_1656253812_89b07dc8	1770	7.91
breakout_1656253812_89b07dc8	1773	7.89
breakout_1656253812_89b07dc8	1775	7.9
breakout_1656253812_89b07dc8	1778	7.98
breakout_1656253812_89b07dc8	1781	8.01
breakout_1656253812_89b07dc8	1783	8.01
breakout_1656253812_89b07dc8	1786	8.04
breakout_1656253812_89b07dc8	1789	8.1
breakout_1656253812_89b07dc8	1791	8.09
breakout_1656253812_89b07dc8	1794	8.11
breakout_1656253812_89b07dc8	1797	8.22
breakout_1656253812_89b07dc8	1799	8.25
breakout_1656253812_89b07dc8	1802	8.33
breakout_1656253812_89b07dc8	1805	8.33
breakout_1656253812_89b07dc8	1807	8.3
breakout_1656253812_89b07dc8	1810	8.17
breakout_1656253812_89b07dc8	1813	8.19
breakout_1656253812_89b07dc8	1815	8.15
breakout_1656253812_89b07dc8	1818	8.11
breakout_1656253812_89b07dc8	1821	8.18
breakout_1656253812_89b07dc8	1823	8.08
breakout_1656253812_89b07dc8	1826	8.03
breakout_1656253812_89b07dc8	1829	8.03
breakout_1656253812_89b07dc8	1831	7.97
breakout_1656253812_89b07dc8	1834	8.1
breakout_1656253812_89b07dc8	1837	8.1
breakout_1656253812_89b07dc8	1839	8.18
breakout_1656253812_89b07dc8	1842	8.1
breakout_1656253812_89b07dc8	1845	8.12
breakout_1656253812_89b07dc8	1847	8.04
breakout_1656253812_89b07dc8	1850	8.02
breakout_1656253812_89b07dc8	1853	7.94
breakout_1656253812_89b07dc8	1855	7.9
breakout_1656253812_89b07dc8	1858	7.92
breakout_1656253812_89b07dc8	1861	7.96
breakout_1656253812_89b07dc8	1863	7.94
breakout_1656253812_89b07dc8	1866	7.84
breakout_1656253812_89b07dc8	1869	7.77
breakout_1656253812_89b07dc8	1871	7.79
breakout_1656253812_89b07dc8	1874	7.77
breakout_1656253812_89b07dc8	1877	7.83
breakout_1656253812_89b07dc8	1879	7.77
breakout_1656253812_89b07dc8	1882	7.73
breakout_1656253812_89b07dc8	1885	7.73
breakout_1656253812_89b07dc8	1887	7.69
breakout_1656253812_89b07dc8	1890	7.7
breakout_1656253812_89b07dc8	1893	7.64
breakout_1656253812_89b07dc8	1895	7.64
breakout_1656253812_89b07dc8	1898	7.52
breakout_1656253812_89b07dc8	1901	7.41
breakout_1656253812_89b07dc8	1903	7.35
breakout_1656253812_89b07dc8	1906	7.37
breakout_1656253812_89b07dc8	1909	7.32
breakout_1656253812_89b07dc8	1911	7.35
breakout_1656253812_89b07dc8	1914	7.36
breakout_1656253812_89b07dc8	1917	7.4
breakout_1656253812_89b07dc8	1919	7.36
breakout_1656253812_89b07dc8	1922	7.42
breakout_1656253812_89b07dc8	1925	7.43
breakout_1656253812_89b07dc8	1927	7.41
breakout_1656253812_89b07dc8	1930	7.49
breakout_1656253812_89b07dc8	1933	7.49
breakout_1656253812_89b07dc8	1935	7.53
breakout_1656253812_89b07dc8	1938	7.4
breakout_1656253812_89b07dc8	1941	7.49
breakout_1656253812_89b07dc8	1943	7.53
breakout_1656253812_89b07dc8	1946	7.42
breakout_1656253812_89b07dc8	1949	7.5
breakout_1656253812_89b07dc8	1951	7.41
breakout_1656253812_89b07dc8	1954	7.41
breakout_1656253812_89b07dc8	1957	7.34
breakout_1656253812_89b07dc8	1959	7.38
breakout_1656253812_89b07dc8	1962	7.35
breakout_1656253812_89b07dc8	1965	7.38
breakout_1656253812_89b07dc8	1967	7.37
breakout_1656253812_89b07dc8	1970	7.49
breakout_1656253812_89b07dc8	1973	7.46
breakout_1656253812_89b07dc8	1975	7.38
breakout_1656253812_89b07dc8	1978	7.5
breakout_1656253812_89b07dc8	1981	7.55
breakout_1656253812_89b07dc8	1983	7.59
breakout_1656253812_89b07dc8	1986	7.65
breakout_1656253812_89b07dc8	1989	7.62
breakout_1656253812_89b07dc8	1991	7.75
breakout_1656253812_89b07dc8	1994	7.75
breakout_1656253812_89b07dc8	1997	7.84
breakout_1656253812_89b07dc8	1999	7.88
breakout_1656253812_89b07dc8	2002	8.02
breakout_1656253812_89b07dc8	2005	8.01
breakout_1656253812_89b07dc8	2007	8.06
breakout_1656253812_89b07dc8	2010	8.09
breakout_1656253812_89b07dc8	2013	8.15
breakout_1656253812_89b07dc8	2015	8.1
breakout_1656253812_89b07dc8	2018	8.09
breakout_1656253812_89b07dc8	2021	8.02
breakout_1656253812_89b07dc8	2023	8.08
breakout_1656253812_89b07dc8	2026	8.05
breakout_1656253812_89b07dc8	2029	8.1
breakout_1656253812_89b07dc8	2031	8.2
breakout_1656253812_89b07dc8	2034	8.14
breakout_1656253812_89b07dc8	2037	8.08
breakout_1656253812_89b07dc8	2039	8.02
breakout_1656253812_89b07dc8	2042	8.01
breakout_1656253812_89b07dc8	2045	7.96
breakout_1656253812_89b07dc8	2047	7.97
breakout_1656253812_89b07dc8	2050	8
breakout_1656253812_89b07dc8	2053	8
breakout_1656253812_89b07dc8	2055	8.02
breakout_1656253812_89b07dc8	2058	8.01
breakout_1656253812_89b07dc8	2061	7.97
breakout_1656253812_89b07dc8	2063	8
breakout_1656253812_89b07dc8	2066	8.07
breakout_1656253812_89b07dc8	2069	8.1
breakout_1656253812_89b07dc8	2071	7.97
breakout_1656253812_89b07dc8	2074	8.04
breakout_1656253812_89b07dc8	2077	8.07
breakout_1656253812_89b07dc8	2079	8.01
breakout_1656253812_89b07dc8	2082	8.03
breakout_1656253812_89b07dc8	2085	7.98
breakout_1656253812_89b07dc8	2087	8.06
breakout_1656253812_89b07dc8	2090	7.97
breakout_1656253812_89b07dc8	2093	8.05
breakout_1656253812_89b07dc8	2095	8.03
breakout_1656253812_89b07dc8	2098	7.91
breakout_1656253812_89b07dc8	2101	7.96
breakout_1656253812_89b07dc8	2103	7.92
breakout_1656253812_89b07dc8	2106	8.06
breakout_1656253812_89b07dc8	2109	8.08
breakout_1656253812_89b07dc8	2111	8.14
breakout_1656253812_89b07dc8	2114	8.22
breakout_1656253812_89b07dc8	2117	8.32
breakout_1656253812_89b07dc8	2119	8.2
breakout_1656253812_89b07dc8	2122	8.33
breakout_1656253812_89b07dc8	2125	8.35
breakout_1656253812_89b07dc8	2127	8.28
breakout_1656253812_89b07dc8	2130	8.23
breakout_1656253812_89b07dc8	2132	8.28
breakout_1656253812_89b07dc8	2135	8.21
breakout_1656253812_89b07dc8	2138	8.18
breakout_1656253812_89b07dc8	2140	8.34
breakout_1656253812_89b07dc8	2143	8.33
breakout_1656253812_89b07dc8	2146	8.34
breakout_1656253812_89b07dc8	2148	8.48
breakout_1656253812_89b07dc8	2151	8.58
breakout_1656253812_89b07dc8	2154	8.59
breakout_1656253812_89b07dc8	2156	8.56
breakout_1656253812_89b07dc8	2159	8.59
breakout_1656253812_89b07dc8	2162	8.58
breakout_1656253812_89b07dc8	2164	8.58
breakout_1656253812_89b07dc8	2167	8.7
breakout_1656253812_89b07dc8	2170	8.75
breakout_1656253812_89b07dc8	2172	8.79
breakout_1656253812_89b07dc8	2175	8.82
breakout_1656253812_89b07dc8	2178	8.88
breakout_1656253812_89b07dc8	2180	8.92
breakout_1656253812_89b07dc8	2183	9.07
breakout_1656253812_89b07dc8	2186	9.08
breakout_1656253812_89b07dc8	2188	9.17
breakout_1656253812_89b07dc8	2191	9.16
breakout_1656253812_89b07dc8	2194	9.18
breakout_1656253812_89b07dc8	2196	9.19
breakout_1656253812_89b07dc8	2199	9.13
breakout_1656253812_89b07dc8	2202	9.16
breakout_1656253812_89b07dc8	2204	9.4
breakout_1656253812_89b07dc8	2207	9.34
breakout_1656253812_89b07dc8	2210	9.38
breakout_1656253812_89b07dc8	2212	9.19
breakout_1656253812_89b07dc8	2215	9.17
breakout_1656253812_89b07dc8	2218	9.04
breakout_1656253812_89b07dc8	2220	9.07
breakout_1656253812_89b07dc8	2223	9.06
breakout_1656253812_89b07dc8	2226	9.04
breakout_1656253812_89b07dc8	2228	9.04
breakout_1656253812_89b07dc8	2231	8.87
breakout_1656253812_89b07dc8	2234	8.87
breakout_1656253812_89b07dc8	2236	8.86
breakout_1656253812_89b07dc8	2239	8.89
breakout_1656253812_89b07dc8	2242	8.82
breakout_1656253812_89b07dc8	2244	8.82
breakout_1656253812_89b07dc8	2247	8.77
breakout_1656253812_89b07dc8	2250	8.75
breakout_1656253812_89b07dc8	2252	8.71
breakout_1656253812_89b07dc8	2255	8.57
breakout_1656253812_89b07dc8	2258	8.65
breakout_1656253812_89b07dc8	2260	8.66
breakout_1656253812_89b07dc8	2263	8.6
breakout_1656253812_89b07dc8	2266	8.58
breakout_1656253812_89b07dc8	2268	8.64
breakout_1656253812_89b07dc8	2271	8.59
breakout_1656253812_89b07dc8	2274	8.63
breakout_1656253812_89b07dc8	2276	8.6
breakout_1656253812_89b07dc8	2279	8.57
breakout_1656253812_89b07dc8	2282	8.58
breakout_1656253812_89b07dc8	2284	8.65
breakout_1656253812_89b07dc8	2287	8.67
breakout_1656253812_89b07dc8	2290	8.64
breakout_1656253812_89b07dc8	2292	8.59
breakout_1656253812_89b07dc8	2295	8.56
breakout_1656253812_89b07dc8	2298	8.44
breakout_1656253812_89b07dc8	2300	8.38
breakout_1656253812_89b07dc8	2303	8.27
breakout_1656253812_89b07dc8	2306	8.27
breakout_1656253812_89b07dc8	2308	8.23
breakout_1656253812_89b07dc8	2311	8.23
breakout_1656253812_89b07dc8	2314	8.32
breakout_1656253812_89b07dc8	2316	8.19
breakout_1656253812_89b07dc8	2319	8.23
breakout_1656253812_89b07dc8	2322	8.2
breakout_1656253812_89b07dc8	2324	8.25
breakout_1656253812_89b07dc8	2327	8.26
breakout_1656253812_89b07dc8	2330	8.36
breakout_1656253812_89b07dc8	2332	8.39
breakout_1656253812_89b07dc8	2335	8.4
breakout_1656253812_89b07dc8	2338	8.37
breakout_1656253812_89b07dc8	2340	8.35
breakout_1656253812_89b07dc8	2343	8.41
breakout_1656253812_89b07dc8	2346	8.4
breakout_1656253812_89b07dc8	2348	8.51
breakout_1656253812_89b07dc8	2351	8.41
breakout_1656253812_89b07dc8	2354	8.38
breakout_1656253812_89b07dc8	2356	8.32
breakout_1656253812_89b07dc8	2359	8.26
breakout_1656253812_89b07dc8	2362	8.23
breakout_1656253812_89b07dc8	2364	8.21
breakout_1656253812_89b07dc8	2367	8.24
breakout_1656253812_89b07dc8	2370	8.16
breakout_1656253812_89b07dc8	2372	8.05
breakout_1656253812_89b07dc8	2375	8.02
breakout_1656253812_89b07dc8	2378	8.06
breakout_1656253812_89b07dc8	2380	8.06
breakout_1656253812_89b07dc8	2383	8.09
breakout_1656253812_89b07dc8	2386	8.1
breakout_1656253812_89b07dc8	2388	8.13
breakout_1656253812_89b07dc8	2391	8.19
breakout_1656253812_89b07dc8	2394	8.22
breakout_1656253812_89b07dc8	2396	8.28
breakout_1656253812_89b07dc8	2399	8.25
breakout_1656253812_89b07dc8	2402	8.27
breakout_1656253812_89b07dc8	2404	8.26
breakout_1656253812_89b07dc8	2407	8.3
breakout_1656253812_89b07dc8	2410	8.37
breakout_1656253812_89b07dc8	2412	8.3
breakout_1656253812_89b07dc8	2415	8.28
breakout_1656253812_89b07dc8	2418	8.3
breakout_1656253812_89b07dc8	2420	8.33
breakout_1656253812_89b07dc8	2423	8.16
breakout_1656253812_89b07dc8	2426	8.15
breakout_1656253812_89b07dc8	2428	8.23
breakout_1656253812_89b07dc8	2431	8.3
breakout_1656253812_89b07dc8	2434	8.28
breakout_1656253812_89b07dc8	2436	8.16
breakout_1656253812_89b07dc8	2439	8.19
breakout_1656253812_89b07dc8	2442	8.32
breakout_1656253812_89b07dc8	2444	8.15
breakout_1656253812_89b07dc8	2447	8.39
breakout_1656253812_89b07dc8	2450	8.4
breakout_1656253812_89b07dc8	2452	8.39
breakout_1656253812_89b07dc8	2455	8.39
breakout_1656253812_89b07dc8	2458	8.28
breakout_1656253812_89b07dc8	2460	8.3
breakout_1656253812_89b07dc8	2463	8.37
breakout_1656253812_89b07dc8	2466	8.37
breakout_1656253812_89b07dc8	2468	8.43
breakout_1656253812_89b07dc8	2471	8.54
breakout_1656253812_89b07dc8	2474	8.54
breakout_1656253812_89b07dc8	2476	8.46
breakout_1656253812_89b07dc8	2479	8.56
breakout_1656253812_89b07dc8	2482	8.59
breakout_1656253812_89b07dc8	2484	8.62
breakout_1656253812_89b07dc8	2487	8.55
breakout_1656253812_89b07dc8	2490	8.53
breakout_1656253812_89b07dc8	2492	8.55
breakout_1656253812_89b07dc8	2495	8.57
breakout_1656253812_89b07dc8	2498	8.5
breakout_1656253812_89b07dc8	2500	8.52
breakout_1656253812_89b07dc8	2503	8.27
breakout_1656253812_89b07dc8	2506	8.23
breakout_1656253812_89b07dc8	2508	8.22
breakout_1656253812_89b07dc8	2511	8.3
breakout_1656253812_89b07dc8	2514	8.31
breakout_1656253812_89b07dc8	2516	8.27
breakout_1656253812_89b07dc8	2519	8.19
breakout_1656253812_89b07dc8	2522	8.21
breakout_1656253812_89b07dc8	2524	8.2
breakout_1656253812_89b07dc8	2527	8.3
breakout_1656253812_89b07dc8	2530	8.44
breakout_1656253812_89b07dc8	2532	8.39
breakout_1656253812_89b07dc8	2535	8.4
breakout_1656253812_89b07dc8	2538	8.43
breakout_1656253812_89b07dc8	2540	8.46
breakout_1656253812_89b07dc8	2543	8.49
breakout_1656253812_89b07dc8	2546	8.37
breakout_1656253812_89b07dc8	2548	8.4
breakout_1656253812_89b07dc8	2551	8.25
breakout_1656253812_89b07dc8	2554	8.1
breakout_1656253812_89b07dc8	2556	8.2
breakout_1656253812_89b07dc8	2559	8.13
breakout_1656253812_89b07dc8	2562	8.06
breakout_1656253812_89b07dc8	2564	8.14
breakout_1656253812_89b07dc8	2567	8.21
breakout_1656253812_89b07dc8	2570	8.15
breakout_1656253812_89b07dc8	2572	8.25
breakout_1656253812_89b07dc8	2575	8.37
breakout_1656253812_89b07dc8	2578	8.44
breakout_1656253812_89b07dc8	2580	8.43
breakout_1656253812_89b07dc8	2583	8.38
breakout_1656253812_89b07dc8	2586	8.37
breakout_1656253812_89b07dc8	2588	8.62
breakout_1656253812_89b07dc8	2591	8.5
breakout_1656253812_89b07dc8	2594	8.49
breakout_1656253812_89b07dc8	2596	8.62
breakout_1656253812_89b07dc8	2599	8.66
breakout_1656253812_89b07dc8	2602	8.52
breakout_1656253812_89b07dc8	2604	8.32
breakout_1656253812_89b07dc8	2607	8.2
breakout_1656253812_89b07dc8	2610	8.35
breakout_1656253812_89b07dc8	2612	8.35
breakout_1656253812_89b07dc8	2615	8.39
breakout_1656253812_89b07dc8	2618	8.38
breakout_1656253812_89b07dc8	2620	8.41
breakout_1656253812_89b07dc8	2623	8.34
breakout_1656253812_89b07dc8	2626	8.19
breakout_1656253812_89b07dc8	2628	8.13
breakout_1656253812_89b07dc8	2631	8.27
breakout_1656253812_89b07dc8	2634	8.16
breakout_1656253812_89b07dc8	2636	8.13
breakout_1656253812_89b07dc8	2639	8.22
breakout_1656253812_89b07dc8	2642	8.13
breakout_1656253812_89b07dc8	2644	8.17
breakout_1656253812_89b07dc8	2647	8.13
breakout_1656253812_89b07dc8	2650	8.18
breakout_1656253812_89b07dc8	2652	8.11
breakout_1656253812_89b07dc8	2655	8.08
breakout_1656253812_89b07dc8	2658	8.02
breakout_1656253812_89b07dc8	2660	8.03
breakout_1656253812_89b07dc8	2663	8.01
