run_id	step	avg_max_q
breakout_1656253812_89b07dc8	1206	2.9355277697974387
breakout_1656253812_89b07dc8	1209	2.8819031890700844
breakout_1656253812_89b07dc8	1211	2.8795293589884583
breakout_1656253812_89b07dc8	1214	2.846123004927853
breakout_1656253812_89b07dc8	1216	2.5671952268202527
breakout_1656253812_89b07dc8	1219	2.6244979848751444
breakout_1656253812_89b07dc8	1221	2.751587348379147
breakout_1656253812_89b07dc8	1224	2.816247805842647
breakout_1656253812_89b07dc8	1226	2.725773101422324
breakout_1656253812_89b07dc8	1229	2.8043763671217663
breakout_1656253812_89b07dc8	1231	2.778097745144006
breakout_1656253812_89b07dc8	1234	2.8709342025998814
breakout_1656253812_89b07dc8	1237	2.839394963839475
breakout_1656253812_89b07dc8	1239	2.678267361709426
breakout_1656253812_89b07dc8	1242	2.7282414865493774
breakout_1656253812_89b07dc8	1244	2.6536515050464207
breakout_1656253812_89b07dc8	1247	2.5785282177309834
breakout_1656253812_89b07dc8	1249	2.638908118861062
breakout_1656253812_89b07dc8	1252	2.6045116203802605
breakout_1656253812_89b07dc8	1254	2.6382556217057362
breakout_1656253812_89b07dc8	1257	2.6069385992229313
breakout_1656253812_89b07dc8	1259	2.6311898148817825
breakout_1656253812_89b07dc8	1262	2.805060111094212
breakout_1656253812_89b07dc8	1264	2.593287576834361
breakout_1656253812_89b07dc8	1267	2.788427648720918
breakout_1656253812_89b07dc8	1269	2.8062920757893766
breakout_1656253812_89b07dc8	1272	2.587903430709591
breakout_1656253812_89b07dc8	1275	2.662718659740383
breakout_1656253812_89b07dc8	1277	2.622435871067397
breakout_1656253812_89b07dc8	1280	2.6803923399053153
breakout_1656253812_89b07dc8	1282	2.599594487462725
breakout_1656253812_89b07dc8	1285	2.707953736611775
breakout_1656253812_89b07dc8	1287	2.8774748719330376
breakout_1656253812_89b07dc8	1290	2.608659372463093
breakout_1656253812_89b07dc8	1292	2.606623677025854
breakout_1656253812_89b07dc8	1295	2.5729694131243925
breakout_1656253812_89b07dc8	1297	2.718962752594138
breakout_1656253812_89b07dc8	1300	2.7305535852399645
breakout_1656253812_89b07dc8	1302	2.623536890280162
breakout_1656253812_89b07dc8	1305	2.7082816731613293
breakout_1656253812_89b07dc8	1308	2.6044744817355205
breakout_1656253812_89b07dc8	1310	2.652460795934083
breakout_1656253812_89b07dc8	1313	2.6417428592665004
breakout_1656253812_89b07dc8	1315	2.5557805381658425
breakout_1656253812_89b07dc8	1318	2.8791442618035434
breakout_1656253812_89b07dc8	1320	2.6424551675767463
breakout_1656253812_89b07dc8	1323	2.659232982919236
breakout_1656253812_89b07dc8	1325	2.600777078075569
breakout_1656253812_89b07dc8	1328	2.6932923681715613
breakout_1656253812_89b07dc8	1330	2.579448285126927
breakout_1656253812_89b07dc8	1333	2.673035861007751
breakout_1656253812_89b07dc8	1335	2.5318616982662316
breakout_1656253812_89b07dc8	1338	2.7171845376491546
breakout_1656253812_89b07dc8	1341	2.6472413195859668
breakout_1656253812_89b07dc8	1343	2.729789020231106
